method,fraction,condition,ews,mean_tau,mean_nonseq,mean_seq,mean_lead,n_nets
largeb,0.9,DW $u$ desc,V,0.9272,1.0,1.0,0.4341,40
largeb,0.9,DW $u$ desc,CV,0.9394,1.0,1.0,0.4198,40
largeb,0.9,DW $u$ desc,Vdelta,0.9025,1.0,1.0,0.4754,40
largeb,0.9,DW $u$ desc,Vrel,0.9101,1.0,1.0,0.4924,40
largeb,0.9,DW $u$ desc,CVrel,0.9192,1.0,1.0,0.4534,40
largeb,1.0,DW $u$ desc,V,0.9345,1.0,1.0,0.4829,40
largeb,1.0,DW $u$ desc,CV,0.9456,1.0,1.0,0.4738,40
largeb,1.0,DW $u$ desc,Vdelta,0.9117,1.0,1.0,0.4976,40
largeb,1.0,DW $u$ desc,Vrel,0.9192,1.0,1.0,0.5124,40
largeb,1.0,DW $u$ desc,CVrel,0.9273,1.0,1.0,0.4466,40
smallb,0.05,DW $u$ desc,V,0.4696,0.825,0.875,0.1238,40
smallb,0.05,DW $u$ desc,CV,0.5112,0.8,0.7,0.088,40
smallb,0.05,DW $u$ desc,Vdelta,0.4643,0.775,0.825,0.1328,40
smallb,0.05,DW $u$ desc,Vrel,0.465,0.775,0.8,0.1393,40
smallb,0.05,DW $u$ desc,CVrel,0.508,0.825,0.725,0.1061,40
smallb,0.1,DW $u$ desc,V,0.5693,0.95,0.9,0.2133,40
smallb,0.1,DW $u$ desc,CV,0.6115,0.925,0.85,0.1987,40
smallb,0.1,DW $u$ desc,Vdelta,0.5611,0.925,0.875,0.2472,40
smallb,0.1,DW $u$ desc,Vrel,0.5616,0.95,0.9,0.2416,40
smallb,0.1,DW $u$ desc,CVrel,0.6044,0.925,0.85,0.2205,40
smallb,0.2,DW $u$ desc,V,0.6864,0.975,0.95,0.2029,40
smallb,0.2,DW $u$ desc,CV,0.7238,0.975,0.95,0.1769,40
smallb,0.2,DW $u$ desc,Vdelta,0.6698,0.975,0.975,0.2332,40
smallb,0.2,DW $u$ desc,Vrel,0.6731,0.975,0.975,0.2437,40
smallb,0.2,DW $u$ desc,CVrel,0.7118,0.975,0.925,0.2067,40
smallb,0.3,DW $u$ desc,V,0.7604,1.0,1.0,0.2604,40
smallb,0.3,DW $u$ desc,CV,0.7918,1.0,0.975,0.2352,40
smallb,0.3,DW $u$ desc,Vdelta,0.7407,1.0,1.0,0.2505,40
smallb,0.3,DW $u$ desc,Vrel,0.7461,1.0,1.0,0.2589,40
smallb,0.3,DW $u$ desc,CVrel,0.7784,1.0,1.0,0.2096,40
smallb,0.4,DW $u$ desc,V,0.8086,1.0,1.0,0.2825,40
smallb,0.4,DW $u$ desc,CV,0.8341,1.0,0.975,0.2705,40
smallb,0.4,DW $u$ desc,Vdelta,0.7843,1.0,1.0,0.279,40
smallb,0.4,DW $u$ desc,Vrel,0.7893,1.0,1.0,0.2878,40
smallb,0.4,DW $u$ desc,CVrel,0.8156,1.0,1.0,0.2371,40
smallb,0.5,DW $u$ desc,V,0.8341,1.0,1.0,0.3009,40
smallb,0.5,DW $u$ desc,CV,0.8571,1.0,1.0,0.268,40
smallb,0.5,DW $u$ desc,Vdelta,0.8111,1.0,1.0,0.2915,40
smallb,0.5,DW $u$ desc,Vrel,0.8161,1.0,1.0,0.3007,40
smallb,0.5,DW $u$ desc,CVrel,0.8388,1.0,1.0,0.2642,40
smallb,0.6,DW $u$ desc,V,0.8553,1.0,1.0,0.3061,40
smallb,0.6,DW $u$ desc,CV,0.8753,1.0,1.0,0.2869,40
smallb,0.6,DW $u$ desc,Vdelta,0.8328,1.0,1.0,0.318,40
smallb,0.6,DW $u$ desc,Vrel,0.8392,1.0,1.0,0.3321,40
smallb,0.6,DW $u$ desc,CVrel,0.8593,1.0,1.0,0.2955,40
smallb,0.7,DW $u$ desc,V,0.8707,1.0,1.0,0.3485,40
smallb,0.7,DW $u$ desc,CV,0.8891,1.0,1.0,0.3226,40
smallb,0.7,DW $u$ desc,Vdelta,0.8485,1.0,1.0,0.3225,40
smallb,0.7,DW $u$ desc,Vrel,0.855,1.0,1.0,0.3403,40
smallb,0.7,DW $u$ desc,CVrel,0.8728,1.0,1.0,0.3038,40
smallb,0.8,DW $u$ desc,V,0.8916,1.0,1.0,0.4097,40
smallb,0.8,DW $u$ desc,CV,0.9069,1.0,1.0,0.3738,40
smallb,0.8,DW $u$ desc,Vdelta,0.8652,1.0,1.0,0.3677,40
smallb,0.8,DW $u$ desc,Vrel,0.8727,1.0,1.0,0.3946,40
smallb,0.8,DW $u$ desc,CVrel,0.8881,1.0,1.0,0.3473,40
smallb,0.9,DW $u$ desc,V,0.9094,1.0,1.0,0.4229,40
smallb,0.9,DW $u$ desc,CV,0.9223,1.0,1.0,0.4076,40
smallb,0.9,DW $u$ desc,Vdelta,0.8832,1.0,1.0,0.4067,40
smallb,0.9,DW $u$ desc,Vrel,0.8909,1.0,1.0,0.4283,40
smallb,0.9,DW $u$ desc,CVrel,0.9036,1.0,1.0,0.3646,40
smallb,1.0,DW $u$ desc,V,0.9345,1.0,1.0,0.4829,40
smallb,1.0,DW $u$ desc,CV,0.9456,1.0,1.0,0.4738,40
smallb,1.0,DW $u$ desc,Vdelta,0.9117,1.0,1.0,0.4976,40
smallb,1.0,DW $u$ desc,Vrel,0.9192,1.0,1.0,0.5124,40
smallb,1.0,DW $u$ desc,CVrel,0.9273,1.0,1.0,0.4466,40
dirb,0.05,DW $u$ desc,V,0.4696,0.825,0.875,0.1238,40
dirb,0.05,DW $u$ desc,CV,0.5112,0.8,0.7,0.088,40
dirb,0.05,DW $u$ desc,Vdelta,0.4643,0.775,0.825,0.1328,40
dirb,0.05,DW $u$ desc,Vrel,0.465,0.775,0.8,0.1393,40
dirb,0.05,DW $u$ desc,CVrel,0.508,0.825,0.725,0.1061,40
dirb,0.1,DW $u$ desc,V,0.5693,0.95,0.9,0.2133,40
dirb,0.1,DW $u$ desc,CV,0.6115,0.925,0.85,0.1987,40
dirb,0.1,DW $u$ desc,Vdelta,0.5611,0.925,0.875,0.2472,40
dirb,0.1,DW $u$ desc,Vrel,0.5616,0.95,0.9,0.2416,40
dirb,0.1,DW $u$ desc,CVrel,0.6044,0.925,0.85,0.2205,40
dirb,0.2,DW $u$ desc,V,0.6864,0.975,0.95,0.2029,40
dirb,0.2,DW $u$ desc,CV,0.7238,0.975,0.95,0.1769,40
dirb,0.2,DW $u$ desc,Vdelta,0.6698,0.975,0.975,0.2332,40
dirb,0.2,DW $u$ desc,Vrel,0.6731,0.975,0.975,0.2437,40
dirb,0.2,DW $u$ desc,CVrel,0.7118,0.975,0.925,0.2067,40
dirb,0.3,DW $u$ desc,V,0.7604,1.0,1.0,0.2604,40
dirb,0.3,DW $u$ desc,CV,0.7918,1.0,0.975,0.2352,40
dirb,0.3,DW $u$ desc,Vdelta,0.7407,1.0,1.0,0.2505,40
dirb,0.3,DW $u$ desc,Vrel,0.7461,1.0,1.0,0.2589,40
dirb,0.3,DW $u$ desc,CVrel,0.7784,1.0,1.0,0.2096,40
dirb,0.4,DW $u$ desc,V,0.8086,1.0,1.0,0.2825,40
dirb,0.4,DW $u$ desc,CV,0.8341,1.0,0.975,0.2705,40
dirb,0.4,DW $u$ desc,Vdelta,0.7843,1.0,1.0,0.279,40
dirb,0.4,DW $u$ desc,Vrel,0.7893,1.0,1.0,0.2878,40
dirb,0.4,DW $u$ desc,CVrel,0.8156,1.0,1.0,0.2371,40
dirb,0.5,DW $u$ desc,V,0.8341,1.0,1.0,0.3009,40
dirb,0.5,DW $u$ desc,CV,0.8571,1.0,1.0,0.268,40
dirb,0.5,DW $u$ desc,Vdelta,0.8111,1.0,1.0,0.2915,40
dirb,0.5,DW $u$ desc,Vrel,0.8161,1.0,1.0,0.3007,40
dirb,0.5,DW $u$ desc,CVrel,0.8388,1.0,1.0,0.2642,40
dirb,0.6,DW $u$ desc,V,0.8553,1.0,1.0,0.3061,40
dirb,0.6,DW $u$ desc,CV,0.8753,1.0,1.0,0.2869,40
dirb,0.6,DW $u$ desc,Vdelta,0.8328,1.0,1.0,0.318,40
dirb,0.6,DW $u$ desc,Vrel,0.8392,1.0,1.0,0.3321,40
dirb,0.6,DW $u$ desc,CVrel,0.8593,1.0,1.0,0.2955,40
dirb,0.7,DW $u$ desc,V,0.8707,1.0,1.0,0.3485,40
dirb,0.7,DW $u$ desc,CV,0.8891,1.0,1.0,0.3226,40
dirb,0.7,DW $u$ desc,Vdelta,0.8485,1.0,1.0,0.3225,40
dirb,0.7,DW $u$ desc,Vrel,0.855,1.0,1.0,0.3403,40
dirb,0.7,DW $u$ desc,CVrel,0.8728,1.0,1.0,0.3038,40
dirb,0.8,DW $u$ desc,V,0.8916,1.0,1.0,0.4097,40
dirb,0.8,DW $u$ desc,CV,0.9069,1.0,1.0,0.3738,40
dirb,0.8,DW $u$ desc,Vdelta,0.8652,1.0,1.0,0.3677,40
dirb,0.8,DW $u$ desc,Vrel,0.8727,1.0,1.0,0.3946,40
dirb,0.8,DW $u$ desc,CVrel,0.8881,1.0,1.0,0.3473,40
dirb,0.9,DW $u$ desc,V,0.9094,1.0,1.0,0.4229,40
dirb,0.9,DW $u$ desc,CV,0.9223,1.0,1.0,0.4076,40
dirb,0.9,DW $u$ desc,Vdelta,0.8832,1.0,1.0,0.4067,40
dirb,0.9,DW $u$ desc,Vrel,0.8909,1.0,1.0,0.4283,40
dirb,0.9,DW $u$ desc,CVrel,0.9036,1.0,1.0,0.3646,40
dirb,1.0,DW $u$ desc,V,0.9345,1.0,1.0,0.4829,40
dirb,1.0,DW $u$ desc,CV,0.9456,1.0,1.0,0.4738,40
dirb,1.0,DW $u$ desc,Vdelta,0.9117,1.0,1.0,0.4976,40
dirb,1.0,DW $u$ desc,Vrel,0.9192,1.0,1.0,0.5124,40
dirb,1.0,DW $u$ desc,CVrel,0.9273,1.0,1.0,0.4466,40
halfb,0.05,DW $u$ desc,V,0.8292,0.975,0.975,0.3356,40
halfb,0.05,DW $u$ desc,CV,0.8488,0.975,0.975,0.312,40
halfb,0.05,DW $u$ desc,Vdelta,0.796,0.975,0.975,0.4876,40
halfb,0.05,DW $u$ desc,Vrel,0.816,0.975,0.975,0.5225,40
halfb,0.05,DW $u$ desc,CVrel,0.8225,0.975,0.975,0.4255,40
halfb,0.1,DW $u$ desc,V,0.8668,0.975,0.975,0.4272,40
halfb,0.1,DW $u$ desc,CV,0.8849,0.975,0.975,0.4142,40
halfb,0.1,DW $u$ desc,Vdelta,0.8344,1.0,0.975,0.5141,40
halfb,0.1,DW $u$ desc,Vrel,0.8515,1.0,0.975,0.5465,40
halfb,0.1,DW $u$ desc,CVrel,0.8586,0.975,0.975,0.4674,40
halfb,0.2,DW $u$ desc,V,0.893,1.0,1.0,0.4565,40
halfb,0.2,DW $u$ desc,CV,0.9083,1.0,1.0,0.4693,40
halfb,0.2,DW $u$ desc,Vdelta,0.8668,1.0,1.0,0.5042,40
halfb,0.2,DW $u$ desc,Vrel,0.8801,1.0,1.0,0.5364,40
halfb,0.2,DW $u$ desc,CVrel,0.8881,1.0,1.0,0.4813,40
halfb,0.3,DW $u$ desc,V,0.9058,1.0,1.0,0.4826,40
halfb,0.3,DW $u$ desc,CV,0.9201,1.0,1.0,0.4539,40
halfb,0.3,DW $u$ desc,Vdelta,0.8808,1.0,1.0,0.4942,40
halfb,0.3,DW $u$ desc,Vrel,0.8935,1.0,1.0,0.5262,40
halfb,0.3,DW $u$ desc,CVrel,0.9013,1.0,1.0,0.465,40
halfb,0.4,DW $u$ desc,V,0.9159,1.0,1.0,0.4743,40
halfb,0.4,DW $u$ desc,CV,0.9281,1.0,1.0,0.4676,40
halfb,0.4,DW $u$ desc,Vdelta,0.8906,1.0,1.0,0.4944,40
halfb,0.4,DW $u$ desc,Vrel,0.9011,1.0,1.0,0.5263,40
halfb,0.4,DW $u$ desc,CVrel,0.9096,1.0,1.0,0.4796,40
halfb,0.5,DW $u$ desc,V,0.9221,1.0,1.0,0.4873,40
halfb,0.5,DW $u$ desc,CV,0.9335,1.0,1.0,0.4763,40
halfb,0.5,DW $u$ desc,Vdelta,0.8991,1.0,1.0,0.4994,40
halfb,0.5,DW $u$ desc,Vrel,0.909,1.0,1.0,0.5175,40
halfb,0.5,DW $u$ desc,CVrel,0.917,1.0,1.0,0.4767,40
halfb,0.6,DW $u$ desc,V,0.9249,1.0,1.0,0.4871,40
halfb,0.6,DW $u$ desc,CV,0.9366,1.0,1.0,0.468,40
halfb,0.6,DW $u$ desc,Vdelta,0.9024,1.0,1.0,0.4917,40
halfb,0.6,DW $u$ desc,Vrel,0.912,1.0,1.0,0.5162,40
halfb,0.6,DW $u$ desc,CVrel,0.9199,1.0,1.0,0.4709,40
halfb,0.7,DW $u$ desc,V,0.9282,1.0,1.0,0.48,40
halfb,0.7,DW $u$ desc,CV,0.9398,1.0,1.0,0.4703,40
halfb,0.7,DW $u$ desc,Vdelta,0.9056,1.0,1.0,0.5141,40
halfb,0.7,DW $u$ desc,Vrel,0.9148,1.0,1.0,0.5174,40
halfb,0.7,DW $u$ desc,CVrel,0.9228,1.0,1.0,0.501,40
halfb,0.8,DW $u$ desc,V,0.9303,1.0,1.0,0.4799,40
halfb,0.8,DW $u$ desc,CV,0.9414,1.0,1.0,0.4756,40
halfb,0.8,DW $u$ desc,Vdelta,0.907,1.0,1.0,0.5131,40
halfb,0.8,DW $u$ desc,Vrel,0.916,1.0,1.0,0.5279,40
halfb,0.8,DW $u$ desc,CVrel,0.9238,1.0,1.0,0.4732,40
halfb,0.9,DW $u$ desc,V,0.9322,1.0,1.0,0.4796,40
halfb,0.9,DW $u$ desc,CV,0.9433,1.0,1.0,0.4769,40
halfb,0.9,DW $u$ desc,Vdelta,0.9078,1.0,1.0,0.494,40
halfb,0.9,DW $u$ desc,Vrel,0.9164,1.0,1.0,0.5129,40
halfb,0.9,DW $u$ desc,CVrel,0.9248,1.0,1.0,0.458,40
halfb,1.0,DW $u$ desc,V,0.9345,1.0,1.0,0.4829,40
halfb,1.0,DW $u$ desc,CV,0.9456,1.0,1.0,0.4738,40
halfb,1.0,DW $u$ desc,Vdelta,0.9117,1.0,1.0,0.4976,40
halfb,1.0,DW $u$ desc,Vrel,0.9192,1.0,1.0,0.5124,40
halfb,1.0,DW $u$ desc,CVrel,0.9273,1.0,1.0,0.4466,40
equidist,0.05,DW $u$ desc,V,0.8117,1.0,0.975,0.2539,40
equidist,0.05,DW $u$ desc,CV,0.8369,0.975,0.95,0.2517,40
equidist,0.05,DW $u$ desc,Vdelta,0.766,0.975,0.975,0.4043,40
equidist,0.05,DW $u$ desc,Vrel,0.7881,1.0,0.975,0.4346,40
equidist,0.05,DW $u$ desc,CVrel,0.798,1.0,0.975,0.3057,40
equidist,0.1,DW $u$ desc,V,0.842,1.0,1.0,0.2824,40
equidist,0.1,DW $u$ desc,CV,0.8643,1.0,1.0,0.2628,40
equidist,0.1,DW $u$ desc,Vdelta,0.8016,1.0,1.0,0.3879,40
equidist,0.1,DW $u$ desc,Vrel,0.8196,1.0,1.0,0.4399,40
equidist,0.1,DW $u$ desc,CVrel,0.8303,1.0,1.0,0.306,40
equidist,0.2,DW $u$ desc,V,0.8694,1.0,1.0,0.3679,40
equidist,0.2,DW $u$ desc,CV,0.8894,1.0,1.0,0.3721,40
equidist,0.2,DW $u$ desc,Vdelta,0.8332,1.0,1.0,0.4477,40
equidist,0.2,DW $u$ desc,Vrel,0.8481,1.0,1.0,0.4687,40
equidist,0.2,DW $u$ desc,CVrel,0.859,1.0,1.0,0.372,40
equidist,0.3,DW $u$ desc,V,0.8884,1.0,1.0,0.3677,40
equidist,0.3,DW $u$ desc,CV,0.906,1.0,1.0,0.3536,40
equidist,0.3,DW $u$ desc,Vdelta,0.8511,1.0,1.0,0.43,40
equidist,0.3,DW $u$ desc,Vrel,0.8645,1.0,1.0,0.4658,40
equidist,0.3,DW $u$ desc,CVrel,0.8758,1.0,1.0,0.3978,40
equidist,0.4,DW $u$ desc,V,0.8983,1.0,1.0,0.4246,40
equidist,0.4,DW $u$ desc,CV,0.9146,1.0,1.0,0.4182,40
equidist,0.4,DW $u$ desc,Vdelta,0.8672,1.0,1.0,0.448,40
equidist,0.4,DW $u$ desc,Vrel,0.8789,1.0,1.0,0.4687,40
equidist,0.4,DW $u$ desc,CVrel,0.8894,1.0,1.0,0.4024,40
equidist,0.5,DW $u$ desc,V,0.9089,1.0,1.0,0.4368,40
equidist,0.5,DW $u$ desc,CV,0.9236,1.0,1.0,0.418,40
equidist,0.5,DW $u$ desc,Vdelta,0.8797,1.0,1.0,0.4575,40
equidist,0.5,DW $u$ desc,Vrel,0.8905,1.0,1.0,0.4711,40
equidist,0.5,DW $u$ desc,CVrel,0.9006,1.0,1.0,0.4355,40
equidist,0.6,DW $u$ desc,V,0.9149,1.0,1.0,0.4344,40
equidist,0.6,DW $u$ desc,CV,0.9293,1.0,1.0,0.4273,40
equidist,0.6,DW $u$ desc,Vdelta,0.8836,1.0,1.0,0.4439,40
equidist,0.6,DW $u$ desc,Vrel,0.8943,1.0,1.0,0.4646,40
equidist,0.6,DW $u$ desc,CVrel,0.9046,1.0,1.0,0.4241,40
equidist,0.7,DW $u$ desc,V,0.923,1.0,1.0,0.4676,40
equidist,0.7,DW $u$ desc,CV,0.9355,1.0,1.0,0.4564,40
equidist,0.7,DW $u$ desc,Vdelta,0.8969,1.0,1.0,0.4687,40
equidist,0.7,DW $u$ desc,Vrel,0.9059,1.0,1.0,0.4926,40
equidist,0.7,DW $u$ desc,CVrel,0.9147,1.0,1.0,0.4575,40
equidist,0.8,DW $u$ desc,V,0.9269,1.0,1.0,0.4655,40
equidist,0.8,DW $u$ desc,CV,0.939,1.0,1.0,0.4609,40
equidist,0.8,DW $u$ desc,Vdelta,0.9028,1.0,1.0,0.4768,40
equidist,0.8,DW $u$ desc,Vrel,0.9116,1.0,1.0,0.4929,40
equidist,0.8,DW $u$ desc,CVrel,0.9197,1.0,1.0,0.4639,40
equidist,0.9,DW $u$ desc,V,0.9321,1.0,1.0,0.473,40
equidist,0.9,DW $u$ desc,CV,0.9435,1.0,1.0,0.4627,40
equidist,0.9,DW $u$ desc,Vdelta,0.9077,1.0,1.0,0.476,40
equidist,0.9,DW $u$ desc,Vrel,0.9162,1.0,1.0,0.4972,40
equidist,0.9,DW $u$ desc,CVrel,0.9248,1.0,1.0,0.4364,40
equidist,1.0,DW $u$ desc,V,0.9345,1.0,1.0,0.4829,40
equidist,1.0,DW $u$ desc,CV,0.9456,1.0,1.0,0.4738,40
equidist,1.0,DW $u$ desc,Vdelta,0.9117,1.0,1.0,0.4976,40
equidist,1.0,DW $u$ desc,Vrel,0.9192,1.0,1.0,0.5124,40
equidist,1.0,DW $u$ desc,CVrel,0.9273,1.0,1.0,0.4466,40
smallcv,0.05,DW $u$ desc,V,0.6998,0.8,0.85,0.2669,40
smallcv,0.05,DW $u$ desc,CV,0.7297,0.8,0.8,0.2749,40
smallcv,0.05,DW $u$ desc,Vdelta,0.6731,0.875,0.825,0.3604,40
smallcv,0.05,DW $u$ desc,Vrel,0.6936,0.875,0.875,0.3725,40
smallcv,0.05,DW $u$ desc,CVrel,0.7079,0.825,0.775,0.2805,40
smallcv,0.1,DW $u$ desc,V,0.7993,0.95,0.9,0.3473,40
smallcv,0.1,DW $u$ desc,CV,0.8237,0.925,0.875,0.3712,40
smallcv,0.1,DW $u$ desc,Vdelta,0.7656,0.925,0.9,0.4,40
smallcv,0.1,DW $u$ desc,Vrel,0.7842,0.975,0.95,0.4016,40
smallcv,0.1,DW $u$ desc,CVrel,0.7967,0.925,0.85,0.3387,40
smallcv,0.2,DW $u$ desc,V,0.8574,1.0,0.975,0.3495,40
smallcv,0.2,DW $u$ desc,CV,0.8769,1.0,0.975,0.3398,40
smallcv,0.2,DW $u$ desc,Vdelta,0.8226,1.0,0.975,0.4264,40
smallcv,0.2,DW $u$ desc,Vrel,0.838,1.0,0.975,0.4499,40
smallcv,0.2,DW $u$ desc,CVrel,0.8493,1.0,0.975,0.3862,40
smallcv,0.3,DW $u$ desc,V,0.889,1.0,1.0,0.3604,40
smallcv,0.3,DW $u$ desc,CV,0.9055,1.0,1.0,0.3388,40
smallcv,0.3,DW $u$ desc,Vdelta,0.8515,1.0,0.975,0.4537,40
smallcv,0.3,DW $u$ desc,Vrel,0.8651,1.0,0.975,0.4621,40
smallcv,0.3,DW $u$ desc,CVrel,0.876,0.975,0.975,0.4271,40
smallcv,0.4,DW $u$ desc,V,0.9023,1.0,1.0,0.3847,40
smallcv,0.4,DW $u$ desc,CV,0.9179,1.0,1.0,0.4025,40
smallcv,0.4,DW $u$ desc,Vdelta,0.867,1.0,1.0,0.4567,40
smallcv,0.4,DW $u$ desc,Vrel,0.8797,1.0,1.0,0.4743,40
smallcv,0.4,DW $u$ desc,CVrel,0.8895,1.0,1.0,0.4091,40
smallcv,0.5,DW $u$ desc,V,0.9124,1.0,1.0,0.4149,40
smallcv,0.5,DW $u$ desc,CV,0.9269,1.0,1.0,0.4209,40
smallcv,0.5,DW $u$ desc,Vdelta,0.8816,1.0,1.0,0.4673,40
smallcv,0.5,DW $u$ desc,Vrel,0.8922,1.0,1.0,0.5046,40
smallcv,0.5,DW $u$ desc,CVrel,0.9013,1.0,1.0,0.4863,40
smallcv,0.6,DW $u$ desc,V,0.9197,1.0,1.0,0.4314,40
smallcv,0.6,DW $u$ desc,CV,0.9323,1.0,1.0,0.4401,40
smallcv,0.6,DW $u$ desc,Vdelta,0.8894,1.0,1.0,0.4925,40
smallcv,0.6,DW $u$ desc,Vrel,0.8988,1.0,1.0,0.5172,40
smallcv,0.6,DW $u$ desc,CVrel,0.9075,1.0,1.0,0.4802,40
smallcv,0.7,DW $u$ desc,V,0.9243,1.0,1.0,0.4787,40
smallcv,0.7,DW $u$ desc,CV,0.9371,1.0,1.0,0.4578,40
smallcv,0.7,DW $u$ desc,Vdelta,0.8953,1.0,1.0,0.4859,40
smallcv,0.7,DW $u$ desc,Vrel,0.9046,1.0,1.0,0.4911,40
smallcv,0.7,DW $u$ desc,CVrel,0.9132,1.0,1.0,0.4553,40
smallcv,0.8,DW $u$ desc,V,0.9293,1.0,1.0,0.4494,40
smallcv,0.8,DW $u$ desc,CV,0.9408,1.0,1.0,0.4376,40
smallcv,0.8,DW $u$ desc,Vdelta,0.9014,1.0,1.0,0.4891,40
smallcv,0.8,DW $u$ desc,Vrel,0.91,1.0,1.0,0.507,40
smallcv,0.8,DW $u$ desc,CVrel,0.9192,1.0,1.0,0.4608,40
smallcv,0.9,DW $u$ desc,V,0.9327,1.0,1.0,0.4631,40
smallcv,0.9,DW $u$ desc,CV,0.9442,1.0,1.0,0.4574,40
smallcv,0.9,DW $u$ desc,Vdelta,0.9061,1.0,1.0,0.505,40
smallcv,0.9,DW $u$ desc,Vrel,0.9145,1.0,1.0,0.5244,40
smallcv,0.9,DW $u$ desc,CVrel,0.9235,1.0,1.0,0.4809,40
smallcv,1.0,DW $u$ desc,V,0.9345,1.0,1.0,0.4829,40
smallcv,1.0,DW $u$ desc,CV,0.9456,1.0,1.0,0.4738,40
smallcv,1.0,DW $u$ desc,Vdelta,0.9117,1.0,1.0,0.4976,40
smallcv,1.0,DW $u$ desc,Vrel,0.9192,1.0,1.0,0.5124,40
smallcv,1.0,DW $u$ desc,CVrel,0.9273,1.0,1.0,0.4466,40
largecv,0.05,DW $u$ desc,V,0.5994,0.9,0.775,0.2105,40
largecv,0.05,DW $u$ desc,CV,0.6344,0.825,0.725,0.1761,40
largecv,0.05,DW $u$ desc,Vdelta,0.5233,0.85,0.8,0.1922,40
largecv,0.05,DW $u$ desc,Vrel,0.5399,0.85,0.8,0.2074,40
largecv,0.05,DW $u$ desc,CVrel,0.5695,0.8,0.775,0.1625,40
largecv,0.1,DW $u$ desc,V,0.7145,0.975,0.975,0.2626,40
largecv,0.1,DW $u$ desc,CV,0.7449,0.95,0.9,0.2415,40
largecv,0.1,DW $u$ desc,Vdelta,0.6263,0.975,0.95,0.2288,40
largecv,0.1,DW $u$ desc,Vrel,0.6448,0.975,0.95,0.26,40
largecv,0.1,DW $u$ desc,CVrel,0.6719,0.925,0.9,0.2307,40
largecv,0.2,DW $u$ desc,V,0.8014,1.0,1.0,0.3176,40
largecv,0.2,DW $u$ desc,CV,0.8262,1.0,1.0,0.3274,40
largecv,0.2,DW $u$ desc,Vdelta,0.7272,1.0,1.0,0.3262,40
largecv,0.2,DW $u$ desc,Vrel,0.7444,1.0,1.0,0.3379,40
largecv,0.2,DW $u$ desc,CVrel,0.7686,1.0,1.0,0.289,40
largecv,0.3,DW $u$ desc,V,0.8403,1.0,1.0,0.3725,40
largecv,0.3,DW $u$ desc,CV,0.862,1.0,1.0,0.3433,40
largecv,0.3,DW $u$ desc,Vdelta,0.784,1.0,1.0,0.3814,40
largecv,0.3,DW $u$ desc,Vrel,0.7986,1.0,1.0,0.4075,40
largecv,0.3,DW $u$ desc,CVrel,0.818,1.0,1.0,0.3736,40
largecv,0.4,DW $u$ desc,V,0.8657,1.0,1.0,0.3964,40
largecv,0.4,DW $u$ desc,CV,0.8849,1.0,1.0,0.3794,40
largecv,0.4,DW $u$ desc,Vdelta,0.8197,1.0,1.0,0.4114,40
largecv,0.4,DW $u$ desc,Vrel,0.8325,1.0,1.0,0.4327,40
largecv,0.4,DW $u$ desc,CVrel,0.8497,1.0,1.0,0.4096,40
largecv,0.5,DW $u$ desc,V,0.8847,1.0,1.0,0.3965,40
largecv,0.5,DW $u$ desc,CV,0.9014,1.0,1.0,0.3857,40
largecv,0.5,DW $u$ desc,Vdelta,0.8493,1.0,1.0,0.4254,40
largecv,0.5,DW $u$ desc,Vrel,0.8601,1.0,1.0,0.4629,40
largecv,0.5,DW $u$ desc,CVrel,0.8749,1.0,1.0,0.4065,40
largecv,0.6,DW $u$ desc,V,0.9009,1.0,1.0,0.4321,40
largecv,0.6,DW $u$ desc,CV,0.9158,1.0,1.0,0.4123,40
largecv,0.6,DW $u$ desc,Vdelta,0.8722,1.0,1.0,0.4475,40
largecv,0.6,DW $u$ desc,Vrel,0.8819,1.0,1.0,0.4719,40
largecv,0.6,DW $u$ desc,CVrel,0.8939,1.0,1.0,0.4297,40
largecv,0.7,DW $u$ desc,V,0.9099,1.0,1.0,0.4615,40
largecv,0.7,DW $u$ desc,CV,0.9241,1.0,1.0,0.454,40
largecv,0.7,DW $u$ desc,Vdelta,0.883,1.0,1.0,0.448,40
largecv,0.7,DW $u$ desc,Vrel,0.8933,1.0,1.0,0.4849,40
largecv,0.7,DW $u$ desc,CVrel,0.9042,1.0,1.0,0.4416,40
largecv,0.8,DW $u$ desc,V,0.9192,1.0,1.0,0.4599,40
largecv,0.8,DW $u$ desc,CV,0.9322,1.0,1.0,0.4504,40
largecv,0.8,DW $u$ desc,Vdelta,0.8954,1.0,1.0,0.4504,40
largecv,0.8,DW $u$ desc,Vrel,0.9037,1.0,1.0,0.4739,40
largecv,0.8,DW $u$ desc,CVrel,0.9133,1.0,1.0,0.431,40
largecv,0.9,DW $u$ desc,V,0.9275,1.0,1.0,0.4587,40
largecv,0.9,DW $u$ desc,CV,0.9397,1.0,1.0,0.4433,40
largecv,0.9,DW $u$ desc,Vdelta,0.9045,1.0,1.0,0.4484,40
largecv,0.9,DW $u$ desc,Vrel,0.9125,1.0,1.0,0.4721,40
largecv,0.9,DW $u$ desc,CVrel,0.9214,1.0,1.0,0.4381,40
largecv,1.0,DW $u$ desc,V,0.9345,1.0,1.0,0.4829,40
largecv,1.0,DW $u$ desc,CV,0.9456,1.0,1.0,0.4738,40
largecv,1.0,DW $u$ desc,Vdelta,0.9117,1.0,1.0,0.4976,40
