cond,net,N,Lprime,tau_avg10
DW $u$ desc,montreal,29,90,0.61
DW $u$ desc,montreal,29,91,0.61449
DW $u$ desc,montreal,29,92,0.6169
DW $u$ desc,montreal,29,93,0.61772
DW $u$ desc,montreal,29,94,0.62
DW $u$ desc,montreal,29,95,0.62101
DW $u$ desc,montreal,29,96,0.62184
DW $u$ desc,montreal,29,97,0.6207
DW $u$ desc,montreal,29,98,0.62342
DW $u$ desc,montreal,29,99,0.62456
DW $u$ desc,montreal,29,100,0.6238
DW $u$ desc,montreal,29,101,0.62392
DW $u$ desc,montreal,29,102,0.62418
DW $u$ desc,montreal,29,103,0.62734
DW $u$ desc,montreal,29,104,0.63158
DW $u$ desc,montreal,29,105,0.63335
DW $u$ desc,montreal,29,106,0.6362
DW $u$ desc,montreal,29,107,0.63494
DW $u$ desc,montreal,29,108,0.63873
DW $u$ desc,montreal,29,109,0.6393
DW $u$ desc,montreal,29,110,0.64063
DW $u$ desc,montreal,29,111,0.64335
DW $u$ desc,montreal,29,112,0.64335
DW $u$ desc,montreal,29,113,0.64741
DW $u$ desc,montreal,29,114,0.6457
DW $u$ desc,montreal,29,115,0.65038
DW $u$ desc,montreal,29,116,0.65234
DW $u$ desc,montreal,29,117,0.65
DW $u$ desc,montreal,29,118,0.65576
DW $u$ desc,montreal,29,119,0.65823
DW $u$ desc,montreal,29,120,0.65905
DW $u$ desc,montreal,29,121,0.66032
DW $u$ desc,montreal,29,122,0.66323
DW $u$ desc,montreal,29,123,0.66361
DW $u$ desc,montreal,29,124,0.66443
DW $u$ desc,montreal,29,125,0.66886
DW $u$ desc,montreal,29,126,0.67032
DW $u$ desc,montreal,29,127,0.67152
DW $u$ desc,montreal,29,128,0.67108
DW $u$ desc,montreal,29,129,0.67146
DW $u$ desc,montreal,29,130,0.67304
DW $u$ desc,montreal,29,131,0.67538
DW $u$ desc,montreal,29,132,0.67709
DW $u$ desc,montreal,29,133,0.67449
DW $u$ desc,montreal,29,134,0.67532
DW $u$ desc,montreal,29,135,0.67601
DW $u$ desc,montreal,29,136,0.67703
DW $u$ desc,montreal,29,137,0.6769
DW $u$ desc,montreal,29,138,0.67753
DW $u$ desc,montreal,29,139,0.67804
DW $u$ desc,montreal,29,140,0.67791
DW $u$ desc,montreal,29,141,0.67747
DW $u$ desc,montreal,29,142,0.67994
DW $u$ desc,montreal,29,143,0.67886
DW $u$ desc,montreal,29,144,0.68044
DW $u$ desc,montreal,29,145,0.68051
DW $u$ desc,montreal,29,146,0.68095
DW $u$ desc,montreal,29,147,0.68373
DW $u$ desc,montreal,29,148,0.68203
DW $u$ desc,montreal,29,149,0.68323
DW $u$ desc,montreal,29,150,0.68057
DW $u$ desc,montreal,29,151,0.68475
DW $u$ desc,montreal,29,152,0.685
DW $u$ desc,montreal,29,153,0.685
DW $u$ desc,montreal,29,154,0.68703
DW $u$ desc,montreal,29,155,0.68601
DW $u$ desc,montreal,29,156,0.68677
DW $u$ desc,montreal,29,157,0.68671
DW $u$ desc,montreal,29,158,0.68778
DW $u$ desc,montreal,29,159,0.6888
DW $u$ desc,montreal,29,160,0.68519
DW $u$ desc,montreal,29,161,0.68696
DW $u$ desc,montreal,29,162,0.68918
DW $u$ desc,montreal,29,163,0.69032
DW $u$ desc,montreal,29,164,0.68987
DW $u$ desc,montreal,29,165,0.69215
DW $u$ desc,montreal,29,166,0.69158
DW $u$ desc,montreal,29,167,0.69
DW $u$ desc,montreal,29,168,0.69101
DW $u$ desc,montreal,29,169,0.69139
DW $u$ desc,montreal,29,170,0.69152
DW $u$ desc,montreal,29,171,0.69443
DW $u$ desc,montreal,29,172,0.69165
DW $u$ desc,montreal,29,173,0.69348
DW $u$ desc,montreal,29,174,0.69589
DW $u$ desc,montreal,29,175,0.69627
DW $u$ desc,montreal,29,176,0.69715
DW $u$ desc,montreal,29,177,0.69867
DW $u$ desc,montreal,29,178,0.69886
DW $u$ desc,montreal,29,179,0.69823
DW $u$ desc,montreal,29,180,0.69715
DW $u$ desc,montreal,29,181,0.69854
DW $u$ desc,montreal,29,182,0.69956
DW $u$ desc,montreal,29,183,0.70177
DW $u$ desc,montreal,29,184,0.70247
DW $u$ desc,montreal,29,185,0.70146
DW $u$ desc,montreal,29,186,0.70342
DW $u$ desc,montreal,29,187,0.70538
DW $u$ desc,montreal,29,188,0.7057
DW $u$ desc,montreal,29,189,0.70684
DW $u$ desc,montreal,29,190,0.70703
DW $u$ desc,montreal,29,191,0.70842
DW $u$ desc,montreal,29,192,0.70829
DW $u$ desc,montreal,29,193,0.70886
DW $u$ desc,montreal,29,194,0.70911
DW $u$ desc,montreal,29,195,0.71209
DW $u$ desc,montreal,29,196,0.71342
DW $u$ desc,montreal,29,197,0.71557
DW $u$ desc,montreal,29,198,0.71449
DW $u$ desc,montreal,29,199,0.71582
DW $u$ desc,montreal,29,200,0.71589
DW $u$ desc,netsci,379,2,0.0893
DW $u$ desc,netsci,379,3,0.1231
DW $u$ desc,netsci,379,4,0.17234
DW $u$ desc,netsci,379,5,0.20943
DW $u$ desc,netsci,379,6,0.22222
DW $u$ desc,netsci,379,7,0.23829
DW $u$ desc,netsci,379,8,0.24652
DW $u$ desc,netsci,379,9,0.26766
DW $u$ desc,netsci,379,10,0.2919
DW $u$ desc,netsci,379,11,0.29563
DW $u$ desc,netsci,379,12,0.30348
DW $u$ desc,netsci,379,13,0.31734
DW $u$ desc,netsci,379,14,0.33335
DW $u$ desc,netsci,379,15,0.35418
DW $u$ desc,netsci,379,16,0.36089
DW $u$ desc,netsci,379,17,0.36468
DW $u$ desc,netsci,379,18,0.37082
DW $u$ desc,netsci,379,19,0.37905
DW $u$ desc,netsci,379,20,0.38057
DW $u$ desc,netsci,379,21,0.37873
DW $u$ desc,netsci,379,22,0.38576
DW $u$ desc,netsci,379,23,0.40171
DW $u$ desc,netsci,379,24,0.40911
DW $u$ desc,netsci,379,25,0.41608
DW $u$ desc,netsci,379,26,0.43114
DW $u$ desc,netsci,379,27,0.4381
DW $u$ desc,netsci,379,28,0.44576
DW $u$ desc,netsci,379,29,0.44228
DW $u$ desc,netsci,379,30,0.45
DW $u$ desc,netsci,379,31,0.45734
DW $u$ desc,netsci,379,32,0.46475
DW $u$ desc,netsci,379,33,0.47082
DW $u$ desc,netsci,379,34,0.47709
DW $u$ desc,netsci,379,35,0.48272
DW $u$ desc,netsci,379,36,0.48956
DW $u$ desc,netsci,379,37,0.49589
DW $u$ desc,netsci,379,38,0.49449
DW $u$ desc,netsci,379,39,0.50057
DW $u$ desc,netsci,379,40,0.50418
DW $u$ desc,netsci,379,41,0.50823
DW $u$ desc,netsci,379,42,0.51013
DW $u$ desc,netsci,379,43,0.51253
DW $u$ desc,netsci,379,44,0.51551
DW $u$ desc,netsci,379,45,0.52361
DW $u$ desc,netsci,379,46,0.52911
DW $u$ desc,netsci,379,47,0.53044
DW $u$ desc,netsci,379,48,0.53335
DW $u$ desc,netsci,379,49,0.53285
DW $u$ desc,netsci,379,50,0.54
DW $u$ desc,netsci,379,51,0.53601
DW $u$ desc,netsci,379,52,0.53437
DW $u$ desc,netsci,379,53,0.54032
DW $u$ desc,netsci,379,54,0.54278
DW $u$ desc,netsci,379,55,0.5457
DW $u$ desc,netsci,379,56,0.54627
DW $u$ desc,netsci,379,57,0.54937
DW $u$ desc,netsci,379,58,0.55316
DW $u$ desc,netsci,379,59,0.55595
DW $u$ desc,netsci,379,60,0.55677
DW $u$ desc,netsci,379,61,0.55848
DW $u$ desc,netsci,379,62,0.56063
DW $u$ desc,netsci,379,63,0.56557
DW $u$ desc,netsci,379,64,0.56772
DW $u$ desc,netsci,379,65,0.57139
DW $u$ desc,netsci,379,66,0.57108
DW $u$ desc,netsci,379,67,0.5712
DW $u$ desc,netsci,379,68,0.57076
DW $u$ desc,netsci,379,69,0.57506
DW $u$ desc,netsci,379,70,0.58019
DW $u$ desc,netsci,379,71,0.58557
DW $u$ desc,netsci,379,72,0.58918
DW $u$ desc,netsci,379,73,0.59
DW $u$ desc,netsci,379,74,0.59152
DW $u$ desc,netsci,379,75,0.59354
DW $u$ desc,netsci,379,76,0.59449
DW $u$ desc,netsci,379,77,0.59918
DW $u$ desc,netsci,379,78,0.6038
DW $u$ desc,netsci,379,79,0.60348
DW $u$ desc,netsci,379,80,0.60386
DW $u$ desc,netsci,379,81,0.605
DW $u$ desc,netsci,379,82,0.60589
DW $u$ desc,netsci,379,83,0.61095
DW $u$ desc,netsci,379,84,0.61133
DW $u$ desc,netsci,379,85,0.61323
DW $u$ desc,netsci,379,86,0.61456
DW $u$ desc,netsci,379,87,0.61392
DW $u$ desc,netsci,379,88,0.6162
DW $u$ desc,netsci,379,89,0.62114
DW $u$ desc,netsci,379,90,0.62139
DW $u$ desc,netsci,379,91,0.62101
DW $u$ desc,netsci,379,92,0.6262
DW $u$ desc,netsci,379,93,0.62608
DW $u$ desc,netsci,379,94,0.62778
DW $u$ desc,netsci,379,95,0.62981
DW $u$ desc,netsci,379,96,0.63323
DW $u$ desc,netsci,379,97,0.63506
DW $u$ desc,netsci,379,98,0.63525
DW $u$ desc,netsci,379,99,0.6343
DW $u$ desc,netsci,379,100,0.63639
DW $u$ desc,netsci,379,101,0.63633
DW $u$ desc,netsci,379,102,0.6362
DW $u$ desc,netsci,379,103,0.64095
DW $u$ desc,netsci,379,104,0.64095
DW $u$ desc,netsci,379,105,0.64165
DW $u$ desc,netsci,379,106,0.64266
DW $u$ desc,netsci,379,107,0.64354
DW $u$ desc,netsci,379,108,0.64766
DW $u$ desc,netsci,379,109,0.6493
DW $u$ desc,netsci,379,110,0.6462
DW $u$ desc,netsci,379,111,0.64797
DW $u$ desc,netsci,379,112,0.64924
DW $u$ desc,netsci,379,113,0.65139
DW $u$ desc,netsci,379,114,0.65266
DW $u$ desc,netsci,379,115,0.65494
DW $u$ desc,netsci,379,116,0.65133
DW $u$ desc,netsci,379,117,0.65468
DW $u$ desc,netsci,379,118,0.65449
DW $u$ desc,netsci,379,119,0.65918
DW $u$ desc,netsci,379,120,0.65975
DW $u$ desc,netsci,379,121,0.66089
DW $u$ desc,netsci,379,122,0.66405
DW $u$ desc,netsci,379,123,0.66671
DW $u$ desc,netsci,379,124,0.66646
DW $u$ desc,netsci,379,125,0.66753
DW $u$ desc,netsci,379,126,0.66544
DW $u$ desc,netsci,379,127,0.66924
DW $u$ desc,netsci,379,128,0.66582
DW $u$ desc,netsci,379,129,0.66911
DW $u$ desc,netsci,379,130,0.67101
DW $u$ desc,netsci,379,131,0.67253
DW $u$ desc,netsci,379,132,0.67177
DW $u$ desc,netsci,379,133,0.67057
DW $u$ desc,netsci,379,134,0.67101
DW $u$ desc,netsci,379,135,0.67196
DW $u$ desc,netsci,379,136,0.67158
DW $u$ desc,netsci,379,137,0.67146
DW $u$ desc,netsci,379,138,0.67411
DW $u$ desc,netsci,379,139,0.67424
DW $u$ desc,netsci,379,140,0.67456
DW $u$ desc,netsci,379,141,0.67405
DW $u$ desc,netsci,379,142,0.675
DW $u$ desc,netsci,379,143,0.67481
DW $u$ desc,netsci,379,144,0.67646
DW $u$ desc,netsci,379,145,0.67785
DW $u$ desc,netsci,379,146,0.67829
DW $u$ desc,netsci,379,147,0.67943
DW $u$ desc,netsci,379,148,0.67981
DW $u$ desc,netsci,379,149,0.68101
DW $u$ desc,netsci,379,150,0.68304
DW $u$ desc,netsci,379,151,0.68297
DW $u$ desc,netsci,379,152,0.68481
DW $u$ desc,netsci,379,153,0.68386
DW $u$ desc,netsci,379,154,0.68456
DW $u$ desc,netsci,379,155,0.68532
DW $u$ desc,netsci,379,156,0.68608
DW $u$ desc,netsci,379,157,0.68532
DW $u$ desc,netsci,379,158,0.68671
DW $u$ desc,netsci,379,159,0.68785
DW $u$ desc,netsci,379,160,0.68854
DW $u$ desc,netsci,379,161,0.6893
DW $u$ desc,netsci,379,162,0.68924
DW $u$ desc,netsci,379,163,0.6912
DW $u$ desc,netsci,379,164,0.69133
DW $u$ desc,netsci,379,165,0.69133
DW $u$ desc,netsci,379,166,0.6938
DW $u$ desc,netsci,379,167,0.69354
DW $u$ desc,netsci,379,168,0.69551
DW $u$ desc,netsci,379,169,0.69487
DW $u$ desc,netsci,379,170,0.69462
DW $u$ desc,netsci,379,171,0.69506
DW $u$ desc,netsci,379,172,0.69323
DW $u$ desc,netsci,379,173,0.69519
DW $u$ desc,netsci,379,174,0.69506
DW $u$ desc,netsci,379,175,0.6969
DW $u$ desc,netsci,379,176,0.69582
DW $u$ desc,netsci,379,177,0.69766
DW $u$ desc,netsci,379,178,0.70082
DW $u$ desc,netsci,379,179,0.69949
DW $u$ desc,netsci,379,180,0.69924
DW $u$ desc,netsci,379,181,0.70044
DW $u$ desc,netsci,379,182,0.70342
DW $u$ desc,netsci,379,183,0.70449
DW $u$ desc,netsci,379,184,0.70494
DW $u$ desc,netsci,379,185,0.70734
DW $u$ desc,netsci,379,186,0.70715
DW $u$ desc,netsci,379,187,0.71006
DW $u$ desc,netsci,379,188,0.71209
DW $u$ desc,netsci,379,189,0.71051
DW $u$ desc,netsci,379,190,0.71108
DW $u$ desc,netsci,379,191,0.71392
DW $u$ desc,netsci,379,192,0.71481
DW $u$ desc,netsci,379,193,0.71487
DW $u$ desc,netsci,379,194,0.71462
DW $u$ desc,netsci,379,195,0.71475
DW $u$ desc,netsci,379,196,0.71797
DW $u$ desc,netsci,379,197,0.71665
DW $u$ desc,netsci,379,198,0.71772
DW $u$ desc,netsci,379,199,0.71975
DW $u$ desc,netsci,379,200,0.72228
DW $u$ desc,physician_trust,117,2,0.05137
DW $u$ desc,physician_trust,117,3,0.10515
DW $u$ desc,physician_trust,117,4,0.12101
DW $u$ desc,physician_trust,117,5,0.13059
DW $u$ desc,physician_trust,117,6,0.15513
DW $u$ desc,physician_trust,117,7,0.18459
DW $u$ desc,physician_trust,117,8,0.21272
DW $u$ desc,physician_trust,117,9,0.23199
DW $u$ desc,physician_trust,117,10,0.23815
DW $u$ desc,physician_trust,117,11,0.24672
DW $u$ desc,physician_trust,117,12,0.26151
DW $u$ desc,physician_trust,117,13,0.28202
DW $u$ desc,physician_trust,117,14,0.29496
DW $u$ desc,physician_trust,117,15,0.30454
DW $u$ desc,physician_trust,117,16,0.30924
DW $u$ desc,physician_trust,117,17,0.32246
DW $u$ desc,physician_trust,117,18,0.33597
DW $u$ desc,physician_trust,117,19,0.35098
DW $u$ desc,physician_trust,117,20,0.34908
DW $u$ desc,physician_trust,117,21,0.36101
DW $u$ desc,physician_trust,117,22,0.36549
DW $u$ desc,physician_trust,117,23,0.37782
DW $u$ desc,physician_trust,117,24,0.38493
DW $u$ desc,physician_trust,117,25,0.39008
DW $u$ desc,physician_trust,117,26,0.39647
DW $u$ desc,physician_trust,117,27,0.39994
DW $u$ desc,physician_trust,117,28,0.41294
DW $u$ desc,physician_trust,117,29,0.41899
DW $u$ desc,physician_trust,117,30,0.42331
DW $u$ desc,physician_trust,117,31,0.42644
DW $u$ desc,physician_trust,117,32,0.43104
DW $u$ desc,physician_trust,117,33,0.44162
DW $u$ desc,physician_trust,117,34,0.44202
DW $u$ desc,physician_trust,117,35,0.44275
DW $u$ desc,physician_trust,117,36,0.44706
DW $u$ desc,physician_trust,117,37,0.44857
DW $u$ desc,physician_trust,117,38,0.44924
DW $u$ desc,physician_trust,117,39,0.45204
DW $u$ desc,physician_trust,117,40,0.45232
DW $u$ desc,physician_trust,117,41,0.45922
DW $u$ desc,physician_trust,117,42,0.46801
DW $u$ desc,physician_trust,117,43,0.4688
DW $u$ desc,physician_trust,117,44,0.4744
DW $u$ desc,physician_trust,117,45,0.47199
DW $u$ desc,physician_trust,117,46,0.48045
DW $u$ desc,physician_trust,117,47,0.4837
DW $u$ desc,physician_trust,117,48,0.48039
DW $u$ desc,physician_trust,117,49,0.4842
DW $u$ desc,physician_trust,117,50,0.49087
DW $u$ desc,physician_trust,117,51,0.4995
DW $u$ desc,physician_trust,117,52,0.50263
DW $u$ desc,physician_trust,117,53,0.50728
DW $u$ desc,physician_trust,117,54,0.51059
DW $u$ desc,physician_trust,117,55,0.51165
DW $u$ desc,physician_trust,117,56,0.51524
DW $u$ desc,physician_trust,117,57,0.51591
DW $u$ desc,physician_trust,117,58,0.52213
DW $u$ desc,physician_trust,117,59,0.52213
DW $u$ desc,physician_trust,117,60,0.5242
DW $u$ desc,physician_trust,117,61,0.5256
DW $u$ desc,physician_trust,117,62,0.52852
DW $u$ desc,physician_trust,117,63,0.52885
DW $u$ desc,physician_trust,117,64,0.53473
DW $u$ desc,physician_trust,117,65,0.53485
DW $u$ desc,physician_trust,117,66,0.53765
DW $u$ desc,physician_trust,117,67,0.54387
DW $u$ desc,physician_trust,117,68,0.54644
DW $u$ desc,physician_trust,117,69,0.55272
DW $u$ desc,physician_trust,117,70,0.55754
DW $u$ desc,physician_trust,117,71,0.56151
DW $u$ desc,physician_trust,117,72,0.56454
DW $u$ desc,physician_trust,117,73,0.56443
DW $u$ desc,physician_trust,117,74,0.56924
DW $u$ desc,physician_trust,117,75,0.56779
DW $u$ desc,physician_trust,117,76,0.56639
DW $u$ desc,physician_trust,117,77,0.56784
DW $u$ desc,physician_trust,117,78,0.57014
DW $u$ desc,physician_trust,117,79,0.56947
DW $u$ desc,physician_trust,117,80,0.5712
DW $u$ desc,physician_trust,117,81,0.57132
DW $u$ desc,physician_trust,117,82,0.56992
DW $u$ desc,physician_trust,117,83,0.56885
DW $u$ desc,physician_trust,117,84,0.57104
DW $u$ desc,physician_trust,117,85,0.57238
DW $u$ desc,physician_trust,117,86,0.5744
DW $u$ desc,physician_trust,117,87,0.57793
DW $u$ desc,physician_trust,117,88,0.5795
DW $u$ desc,physician_trust,117,89,0.57966
DW $u$ desc,physician_trust,117,90,0.57927
DW $u$ desc,physician_trust,117,91,0.57983
DW $u$ desc,physician_trust,117,92,0.58291
DW $u$ desc,physician_trust,117,93,0.58213
DW $u$ desc,physician_trust,117,94,0.58504
DW $u$ desc,physician_trust,117,95,0.58874
DW $u$ desc,physician_trust,117,96,0.59098
DW $u$ desc,physician_trust,117,97,0.59389
DW $u$ desc,physician_trust,117,98,0.59204
DW $u$ desc,physician_trust,117,99,0.59305
DW $u$ desc,physician_trust,117,100,0.5944
DW $u$ desc,physician_trust,117,101,0.59496
DW $u$ desc,physician_trust,117,102,0.59669
DW $u$ desc,physician_trust,117,103,0.59888
DW $u$ desc,physician_trust,117,104,0.60185
DW $u$ desc,physician_trust,117,105,0.6028
DW $u$ desc,physician_trust,117,106,0.60375
DW $u$ desc,physician_trust,117,107,0.60426
DW $u$ desc,physician_trust,117,108,0.60571
DW $u$ desc,physician_trust,117,109,0.60913
DW $u$ desc,physician_trust,117,110,0.61042
DW $u$ desc,physician_trust,117,111,0.61193
DW $u$ desc,physician_trust,117,112,0.61255
DW $u$ desc,physician_trust,117,113,0.61361
DW $u$ desc,physician_trust,117,114,0.61249
DW $u$ desc,physician_trust,117,115,0.61524
DW $u$ desc,physician_trust,117,116,0.61485
DW $u$ desc,physician_trust,117,117,0.61479
DW $u$ desc,physician_trust,117,118,0.61899
DW $u$ desc,physician_trust,117,119,0.61944
DW $u$ desc,physician_trust,117,120,0.61854
DW $u$ desc,physician_trust,117,121,0.61994
DW $u$ desc,physician_trust,117,122,0.62325
DW $u$ desc,physician_trust,117,123,0.62392
DW $u$ desc,physician_trust,117,124,0.62364
DW $u$ desc,physician_trust,117,125,0.62437
DW $u$ desc,physician_trust,117,126,0.62627
DW $u$ desc,physician_trust,117,127,0.62812
DW $u$ desc,physician_trust,117,128,0.63025
DW $u$ desc,physician_trust,117,129,0.63098
DW $u$ desc,physician_trust,117,130,0.63193
DW $u$ desc,physician_trust,117,131,0.63552
DW $u$ desc,physician_trust,117,132,0.63686
DW $u$ desc,physician_trust,117,133,0.63849
DW $u$ desc,physician_trust,117,134,0.63978
DW $u$ desc,physician_trust,117,135,0.64134
DW $u$ desc,physician_trust,117,136,0.64207
DW $u$ desc,physician_trust,117,137,0.64241
DW $u$ desc,physician_trust,117,138,0.64353
DW $u$ desc,physician_trust,117,139,0.64375
DW $u$ desc,physician_trust,117,140,0.64633
DW $u$ desc,physician_trust,117,141,0.6465
DW $u$ desc,physician_trust,117,142,0.64689
DW $u$ desc,physician_trust,117,143,0.6456
DW $u$ desc,physician_trust,117,144,0.64532
DW $u$ desc,physician_trust,117,145,0.64409
DW $u$ desc,physician_trust,117,146,0.64476
DW $u$ desc,physician_trust,117,147,0.64644
DW $u$ desc,physician_trust,117,148,0.64812
DW $u$ desc,physician_trust,117,149,0.64986
DW $u$ desc,physician_trust,117,150,0.64964
DW $u$ desc,physician_trust,117,151,0.65165
DW $u$ desc,physician_trust,117,152,0.65188
DW $u$ desc,physician_trust,117,153,0.65457
DW $u$ desc,physician_trust,117,154,0.65412
DW $u$ desc,physician_trust,117,155,0.65406
DW $u$ desc,physician_trust,117,156,0.65356
DW $u$ desc,physician_trust,117,157,0.65541
DW $u$ desc,physician_trust,117,158,0.65782
DW $u$ desc,physician_trust,117,159,0.65832
DW $u$ desc,physician_trust,117,160,0.66011
DW $u$ desc,physician_trust,117,161,0.66118
DW $u$ desc,physician_trust,117,162,0.66168
DW $u$ desc,physician_trust,117,163,0.66162
DW $u$ desc,physician_trust,117,164,0.66073
DW $u$ desc,physician_trust,117,165,0.66078
DW $u$ desc,physician_trust,117,166,0.66162
DW $u$ desc,physician_trust,117,167,0.6628
DW $u$ desc,physician_trust,117,168,0.6651
DW $u$ desc,physician_trust,117,169,0.66487
DW $u$ desc,physician_trust,117,170,0.66403
DW $u$ desc,physician_trust,117,171,0.66583
DW $u$ desc,physician_trust,117,172,0.66779
DW $u$ desc,physician_trust,117,173,0.66852
DW $u$ desc,physician_trust,117,174,0.66997
DW $u$ desc,physician_trust,117,175,0.67305
DW $u$ desc,physician_trust,117,176,0.67204
DW $u$ desc,physician_trust,117,177,0.67255
DW $u$ desc,physician_trust,117,178,0.6758
DW $u$ desc,physician_trust,117,179,0.6749
DW $u$ desc,physician_trust,117,180,0.67535
DW $u$ desc,physician_trust,117,181,0.67787
DW $u$ desc,physician_trust,117,182,0.6781
DW $u$ desc,physician_trust,117,183,0.6777
DW $u$ desc,physician_trust,117,184,0.67854
DW $u$ desc,physician_trust,117,185,0.68062
DW $u$ desc,physician_trust,117,186,0.68297
DW $u$ desc,physician_trust,117,187,0.6809
DW $u$ desc,physician_trust,117,188,0.68146
DW $u$ desc,physician_trust,117,189,0.68308
DW $u$ desc,physician_trust,117,190,0.68499
DW $u$ desc,physician_trust,117,191,0.68672
DW $u$ desc,physician_trust,117,192,0.68706
DW $u$ desc,physician_trust,117,193,0.68695
DW $u$ desc,physician_trust,117,194,0.68616
DW $u$ desc,physician_trust,117,195,0.68577
DW $u$ desc,physician_trust,117,196,0.68683
DW $u$ desc,physician_trust,117,197,0.68863
DW $u$ desc,physician_trust,117,198,0.68941
DW $u$ desc,physician_trust,117,199,0.69104
DW $u$ desc,physician_trust,117,200,0.69244
DW $u$ desc,powergrid,4941,2,0.13468
DW $u$ desc,powergrid,4941,3,0.19703
DW $u$ desc,powergrid,4941,4,0.28158
DW $u$ desc,powergrid,4941,5,0.31228
DW $u$ desc,powergrid,4941,6,0.33
DW $u$ desc,powergrid,4941,7,0.34905
DW $u$ desc,powergrid,4941,8,0.35804
DW $u$ desc,powergrid,4941,9,0.36082
DW $u$ desc,powergrid,4941,10,0.36905
DW $u$ desc,powergrid,4941,11,0.37652
DW $u$ desc,powergrid,4941,12,0.38987
DW $u$ desc,powergrid,4941,13,0.41753
DW $u$ desc,powergrid,4941,14,0.42481
DW $u$ desc,powergrid,4941,15,0.43051
DW $u$ desc,powergrid,4941,16,0.4512
DW $u$ desc,powergrid,4941,17,0.45861
DW $u$ desc,powergrid,4941,18,0.47127
DW $u$ desc,powergrid,4941,19,0.48196
DW $u$ desc,powergrid,4941,20,0.4912
DW $u$ desc,powergrid,4941,21,0.49804
DW $u$ desc,powergrid,4941,22,0.50627
DW $u$ desc,powergrid,4941,23,0.51361
DW $u$ desc,powergrid,4941,24,0.52449
DW $u$ desc,powergrid,4941,25,0.53582
DW $u$ desc,powergrid,4941,26,0.5388
DW $u$ desc,powergrid,4941,27,0.55184
DW $u$ desc,powergrid,4941,28,0.5581
DW $u$ desc,powergrid,4941,29,0.56392
DW $u$ desc,powergrid,4941,30,0.57665
DW $u$ desc,powergrid,4941,31,0.58114
DW $u$ desc,powergrid,4941,32,0.58253
DW $u$ desc,powergrid,4941,33,0.58538
DW $u$ desc,powergrid,4941,34,0.59
DW $u$ desc,powergrid,4941,35,0.59203
DW $u$ desc,powergrid,4941,36,0.59519
DW $u$ desc,powergrid,4941,37,0.59468
DW $u$ desc,powergrid,4941,38,0.59861
DW $u$ desc,powergrid,4941,39,0.60203
DW $u$ desc,powergrid,4941,40,0.60557
DW $u$ desc,powergrid,4941,41,0.61152
DW $u$ desc,powergrid,4941,42,0.61468
DW $u$ desc,powergrid,4941,43,0.61823
DW $u$ desc,powergrid,4941,44,0.62595
DW $u$ desc,powergrid,4941,45,0.62766
DW $u$ desc,powergrid,4941,46,0.62823
DW $u$ desc,powergrid,4941,47,0.6331
DW $u$ desc,powergrid,4941,48,0.6362
DW $u$ desc,powergrid,4941,49,0.63892
DW $u$ desc,powergrid,4941,50,0.64171
DW $u$ desc,powergrid,4941,51,0.64278
DW $u$ desc,powergrid,4941,52,0.64348
DW $u$ desc,powergrid,4941,53,0.65025
DW $u$ desc,powergrid,4941,54,0.65418
DW $u$ desc,powergrid,4941,55,0.65633
DW $u$ desc,powergrid,4941,56,0.66076
DW $u$ desc,powergrid,4941,57,0.66405
DW $u$ desc,powergrid,4941,58,0.66759
DW $u$ desc,powergrid,4941,59,0.66987
DW $u$ desc,powergrid,4941,60,0.67424
DW $u$ desc,powergrid,4941,61,0.67614
DW $u$ desc,powergrid,4941,62,0.67867
DW $u$ desc,powergrid,4941,63,0.68228
DW $u$ desc,powergrid,4941,64,0.68411
DW $u$ desc,powergrid,4941,65,0.68734
DW $u$ desc,powergrid,4941,66,0.69051
DW $u$ desc,powergrid,4941,67,0.69329
DW $u$ desc,powergrid,4941,68,0.69513
DW $u$ desc,powergrid,4941,69,0.69456
DW $u$ desc,powergrid,4941,70,0.69519
DW $u$ desc,powergrid,4941,71,0.69905
DW $u$ desc,powergrid,4941,72,0.70158
DW $u$ desc,powergrid,4941,73,0.7012
DW $u$ desc,powergrid,4941,74,0.70101
DW $u$ desc,powergrid,4941,75,0.70272
DW $u$ desc,powergrid,4941,76,0.70424
DW $u$ desc,powergrid,4941,77,0.70652
DW $u$ desc,powergrid,4941,78,0.70646
DW $u$ desc,powergrid,4941,79,0.70937
DW $u$ desc,powergrid,4941,80,0.70956
DW $u$ desc,powergrid,4941,81,0.70671
DW $u$ desc,powergrid,4941,82,0.70709
DW $u$ desc,powergrid,4941,83,0.70848
DW $u$ desc,powergrid,4941,84,0.71114
DW $u$ desc,powergrid,4941,85,0.70956
DW $u$ desc,powergrid,4941,86,0.71139
DW $u$ desc,powergrid,4941,87,0.71297
DW $u$ desc,powergrid,4941,88,0.71367
DW $u$ desc,powergrid,4941,89,0.71462
DW $u$ desc,powergrid,4941,90,0.71538
DW $u$ desc,powergrid,4941,91,0.71373
DW $u$ desc,powergrid,4941,92,0.71481
DW $u$ desc,powergrid,4941,93,0.71766
DW $u$ desc,powergrid,4941,94,0.71861
DW $u$ desc,powergrid,4941,95,0.72095
DW $u$ desc,powergrid,4941,96,0.72424
DW $u$ desc,powergrid,4941,97,0.72513
DW $u$ desc,powergrid,4941,98,0.72582
DW $u$ desc,powergrid,4941,99,0.73133
DW $u$ desc,powergrid,4941,100,0.73291
